Destination_Port,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes/s,Flow_Packets/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets/s,Bwd_Packets/s,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,CWE_Flag_Count,ECE_Flag_Count,Down/Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Fwd_Avg_Bytes/Bulk,Fwd_Avg_Packets/Bulk,Fwd_Avg_Bulk_Rate,Bwd_Avg_Bytes/Bulk,Bwd_Avg_Packets/Bulk,Bwd_Avg_Bulk_Rate,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
80,1050180,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,11077.14868,7.61774172,150025.7143,396464.2467,1049122,6,708,354,362.038672,610,98,1050168,262542,524386.7915,1049122,6,0,0,0,0,72,112,2.856653145,4.761088575,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,1847754,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,6295.751491,4.870778253,230969.25,652833.6224,1846650,46,716,358,213.5462479,509,207,1847699,369539.8,825729.7564,1846650,46,0,0,0,0,72,132,1.623592751,3.247185502,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,906284,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,12829.31178,7.723848154,151047.3333,365015.4977,896100,65,9554,4777,5820.903023,8893,661,906187,302062.3333,514471.2033,896100,565,0,0,0,0,72,92,3.310220637,4.413627516,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,81212176,8,5,56,11607,20,0,7,5.656854249,10135,0,2321.4,4413.201989,143.6114703,0.160074519,6767681.333,21300000,74200000,1,80900000,11600000,27700000,74200000,3,270389,67597.25,134398.5179,269194,5,0,0,0,0,172,112,0.098507396,0.061567123,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1117,0,1117,1117,40500000,47700000,74200000,6733706,DDoS
80,6921870,5,0,30,0,6,6,6,0,0,0,0,0,4.334088909,0.722348152,1730467.5,3456923.671,6915852,5,6921870,1730467.5,3456923.671,6915852,5,0,0,0,0,0,0,0,0,0,100,0,0.722348152,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,6018,0,6018,6018,6915852,0,6915852,6915852,DDoS
80,11093798,4,0,24,0,6,6,6,0,0,0,0,0,2.163370921,0.36056182,3697932.667,6404152.513,11100000,3,11100000,3697932.667,6404152.513,11100000,3,0,0,0,0,0,0,0,0,0,80,0,0.36056182,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,987,0,987,987,11100000,0,11100000,11100000,DDoS
80,7076502,8,6,56,11601,20,0,7,5.656854249,4380,0,1933.5,1757.789948,1647.282796,1.978378583,544346.3077,1667103.23,6054074,0,6709816,958545.1429,2259689.656,6054074,0,375701,75140.2,162694.3498,366088,13,0,0,0,0,172,132,1.130502047,0.847876536,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,646711,0,646711,646711,6054074,0,6054074,6054074,DDoS
80,31550,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,368526.149,253.5657686,4507.142857,11209.30849,29912,49,31112,15556,20387.30272,29972,1140,31490,7872.5,15499.78444,31122,49,0,0,0,0,72,112,95.08716323,158.4786054,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,11295722,4,0,24,0,6,6,6,0,0,0,0,0,2.124698182,0.354116364,3765240.667,6520729.059,11300000,4,11300000,3765240.667,6520729.059,11300000,4,0,0,0,0,0,0,0,0,0,80,0,0.354116364,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,992,0,992,992,11300000,0,11300000,11300000,DDoS
80,144147,3,4,26,11601,20,0,8.666666667,10.26320288,8675,0,2900.25,4088.041942,80660.71441,48.56153787,24024.5,47556.55239,119071,81,24768,12384,17042.68764,24435,333,144066,48022,62748.86647,119071,191,0,0,0,0,72,92,20.81208766,27.74945021,0,8675,1453.375,3091.095642,9554872.268,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,70443123,8,6,56,11601,20,0,7,5.656854249,7300,0,1933.5,2720.783986,165.4810222,0.198741898,5418701.769,18800000,68100000,1,69800000,9966047.857,25700000,68100000,1,684077,136815.4,303707.2716,680098,191,0,0,0,0,172,132,0.113566799,0.085175099,0,7300,777.5333333,1896.917457,3598295.838,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1632951,0,1632951,1632951,68100000,0,68100000,68100000,DDoS
80,3882956,5,0,30,0,6,6,6,0,0,0,0,0,7.726072611,1.287678768,970739,1940776.063,3881903,0,3882956,970739,1940776.063,3881903,0,0,0,0,0,0,0,0,0,0,100,0,1.287678768,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,94960877,8,5,56,11607,20,0,7,5.656854249,10220,0,2321.4,4455.182578,122.8190005,0.136898483,7913406.417,24600000,85600000,0,95000000,13600000,32000000,85600000,0,1899,474.75,532.9705276,1213,1,0,0,0,0,172,112,0.08424522,0.052653263,0,10220,833.5,2726.136143,7431818.269,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,2000,0,2000,2000,47500000,53900000,85600000,9360815,DDoS
80,700648,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,16594.63811,12.84525182,87581,245448.4499,695025,15,5116,2558,2532.85649,4349,767,700488,140097.6,310221.1822,695025,15,0,0,0,0,72,132,4.281750608,8.563501216,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,2032956,5,0,30,0,6,6,6,0,0,0,0,0,14.75683684,2.459472807,508239,1015818.107,2031966,1,2032956,508239,1015818.107,2031966,1,0,0,0,0,0,0,0,0,0,100,0,2.459472807,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,3914267,5,0,30,0,6,6,6,0,0,0,0,0,7.66427022,1.27737837,978566.75,1956468.889,3913270,1,3914267,978566.75,1956468.889,3913270,1,0,0,0,0,0,0,0,0,0,100,0,1.27737837,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,1122493,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,10363.53902,7.12699322,160356.1429,422895.9284,1119392,3,2586,1293,1824.335495,2583,3,1122330,280582.5,559207.3573,1119392,160,0,0,0,0,72,112,2.672622457,4.454370762,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,22073,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,526752.1406,362.4337426,3153.285714,7866.029446,20990,4,21095,10547.5,14910.76069,21091,4,21972,5493,10500.30993,21243,182,0,0,0,0,72,112,135.9126535,226.5210891,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
